,title,url
0,"A economia chilena: forte, mas desigual ",https://brasil.elpais.com/brasil/2013/11/17/internacional/1384725628_130150.html
1,Uma líder discreta ,https://brasil.elpais.com/brasil/2013/11/16/internacional/1384642373_247613.html
2,China lança as maiores reformas econômicas e sociais em décadas ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384887740_703418.html
3,Juízes argentinos pedem medidas do governo para frear o narcotráfico ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384899115_951191.html
4,Obama cede à pressão e anuncia mudanças na reforma da saúde ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384892432_733750.html
5,Adeus a 2013 sem a reforma da imigração nos Estados Unidos ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384889731_394319.html
6,O fim da esperança em Gaza ,https://brasil.elpais.com/brasil/2013/11/20/internacional/1384903761_292523.html
7,Oito países realizam o maior exercício militar aéreo conjunto da América Latina ,https://brasil.elpais.com/brasil/2013/11/05/internacional/1383609280_789526.html
8,“É por Mandela que agora somos livres” ,https://brasil.elpais.com/brasil/2013/06/05/internacional/1370458078_319791.html
9,“Só consideram provocação quando desenhamos Maomé” ,https://brasil.elpais.com/brasil/2012/09/19/internacional/1348081765_074872.html
10,Revista já havia sido atacada em 2011 por capa com o profeta Maomé ,https://brasil.elpais.com/brasil/2011/11/03/internacional/1320274805_850215.html
11,Dallas lava suas feridas e relembra Kennedy 50 anos após o crime ,https://brasil.elpais.com/brasil/2013/11/22/internacional/1385140209_244351.html
12,O crime marca a eleição em Honduras ,https://brasil.elpais.com/brasil/2013/11/22/internacional/1385085365_618941.html
13,O primeiro presidente que reconheceu o poder dos hispânicos ,https://brasil.elpais.com/brasil/2013/11/22/internacional/1385076727_722191.html
14,Santos terá que enfrentar o voto em branco e o uribismo ,https://brasil.elpais.com/brasil/2013/11/22/internacional/1385085557_069292.html
15,As duas leis decretadas por Maduro aumentam o controle sobre a economia ,https://brasil.elpais.com/brasil/2013/11/22/internacional/1385094385_117911.html
16,A sentença do “bunga bunga” ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385058134_894295.html
17,"O PIB mexicano sobe 0,84% no terceiro trimestre do ano ",https://brasil.elpais.com/brasil/2013/11/22/internacional/1385075609_876142.html
18,Yellen conquista primeiro voto para presidir Banco Central dos EUA ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385047967_432430.html
19,Um murro na mesa ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385065646_984246.html
20,O Senado elimina o veto minoritário a nomeações do presidente ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385059483_766882.html
21,Grupos civis armados avançam na tomada de municípios no México ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385000336_951954.html
22,"De Kennedy a Obama, dois símbolos de suas gerações ",https://brasil.elpais.com/brasil/2013/11/20/internacional/1384981956_245398.html
23,Quem matou Kennedy? ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384888170_087539.html
24,Rei é operado do quadril pela quinta vez e só voltará a caminhar em 10 semanas ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385020376_389455.html
25,Colômbia espera que as FARC renunciem ao uso da violência ,https://brasil.elpais.com/brasil/2013/11/19/internacional/1384899722_949805.html
26,Uruguai: as vacas que transformaram a economia do país com sua ‘personalidade’ ,https://brasil.elpais.com/brasil/2013/11/18/internacional/1384810351_040996.html
27,O soviético toma o leme argentino ,https://brasil.elpais.com/brasil/2013/11/20/internacional/1384977514_614503.html
28,Polícia confirma que detido é autor dos disparos contra o jornal ‘Libération’ ,https://brasil.elpais.com/brasil/2013/11/20/internacional/1384978864_141793.html
29,Espanha prepara uma lei de segurança para punir manifestantes ,https://brasil.elpais.com/brasil/2013/11/20/internacional/1384942367_571008.html
30,Maduro: “O que vocês viram é pouco diante do que vou fazer” ,https://brasil.elpais.com/brasil/2013/11/20/internacional/1384979805_741821.html
31,A oposição convoca uma marcha contra a Lei Habilitante de Maduro ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1384996199_550502.html
32,Kerry diz que os EUA têm acordo de segurança com o Afeganistão ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385038018_346193.html
33,EUA tiveram permissão do Reino Unido para espionar cidadãos ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385025648_304912.html
34,Assembleia afegã avalia o acordo de segurança feito com os EUA ,https://brasil.elpais.com/brasil/2013/11/21/internacional/1385022688_779134.html
