,title,url
141,Por que damos sacudidas durante o sono? ,https://brasil.elpais.com/brasil/2017/06/07/ciencia/1496854177_078253.html
142,Um exame do cérebro mostra onde se esconde a compaixão humana ,https://brasil.elpais.com/brasil/2017/06/14/ciencia/1497446709_900902.html
143,O primeiro sem-teto da Antártida ,https://brasil.elpais.com/brasil/2017/06/12/ciencia/1497288941_493252.html
144,Saliva num envelope revela herança de 2 milhões de euros ,https://brasil.elpais.com/brasil/2017/06/09/ciencia/1497021486_981119.html
145,“Deixe-a falar!”: O apelo ao moderador por interromper única mulher em painel de Física ,https://brasil.elpais.com/brasil/2017/06/08/ciencia/1496936040_826575.html
146,Um telescópio realiza a observação que Einstein considerava impossível ,https://brasil.elpais.com/brasil/2017/06/07/ciencia/1496847615_931780.html
147,Estudante espanhol de 16 anos é escolhido pela NASA para explorar Marte ,https://brasil.elpais.com/brasil/2017/06/06/ciencia/1496735455_059011.html
148,Um dos maiores icebergs da história está a ponto de se soltar ,https://brasil.elpais.com/brasil/2017/07/06/ciencia/1499367153_396311.html
149,‘Junk food’ inflama o cérebro e aumenta o apetite ,https://brasil.elpais.com/brasil/2017/07/05/ciencia/1499268556_503850.html
150,Assim será nosso futuro sexual com os robôs ,https://brasil.elpais.com/brasil/2017/07/04/ciencia/1499198579_854901.html
151,“Interessa mais à indústria conter o avanço do câncer que eliminá-lo” ,https://brasil.elpais.com/brasil/2017/07/04/ciencia/1499183349_915192.html
152,Menstruação não afeta a capacidade intelectual das mulheres ,https://brasil.elpais.com/brasil/2017/07/03/ciencia/1499106472_885557.html
153,O crocodilo gigante que tinha a dentição de um tiranossauro rex ,https://brasil.elpais.com/brasil/2017/07/04/ciencia/1499163954_516841.html
154,Elon Musk publica detalhes de seu plano para colonizar Marte. É realista? ,https://brasil.elpais.com/brasil/2017/06/23/ciencia/1498216022_307152.html
155,Ciência se aproxima da criação de mentes sem lembranças ,https://brasil.elpais.com/brasil/2017/06/24/ciencia/1498324388_962431.html
156,Nascida para matar: vespa-do-mar é o ser vivo mais letal que se conhece ,https://brasil.elpais.com/brasil/2017/07/02/ciencia/1499020565_602318.html
157,"Você não é um indivíduo, mas sim uma multidão ",https://brasil.elpais.com/brasil/2017/06/26/ciencia/1498496674_918809.html
158,"54 graus no Irã, a temperatura mais alta jamais registrada? ",https://brasil.elpais.com/brasil/2017/06/30/ciencia/1498813164_129942.html
159,Mudança climática provocará uma explosão de vida na Antártida ,https://brasil.elpais.com/brasil/2017/06/28/ciencia/1498635829_266916.html
160,"Mesmo sem provas, pacientes agora podem responsabilizar vacinas por doenças na UE ",https://brasil.elpais.com/brasil/2017/06/22/ciencia/1498142021_999250.html
161,Os sete planetas mais radicais descobertos até agora ,https://brasil.elpais.com/brasil/2017/06/28/ciencia/1498652564_912843.html
162,O que está acontecendo com as abelhas? ,https://brasil.elpais.com/brasil/2017/06/26/ciencia/1498485505_330805.html
163,Os canhotos têm mais talento que os outros? ,https://brasil.elpais.com/brasil/2017/06/27/ciencia/1498555216_069894.html
164,Colocá-lo na geladeira: erros garrafais que cometemos com o pão ,https://brasil.elpais.com/brasil/2017/06/16/ciencia/1497611083_377014.html
165,"“Os gorilas, assim como nós, precisam se divertir” ",https://brasil.elpais.com/brasil/2017/06/24/ciencia/1498299014_966631.html
166,"Ariana, 15 anos: “Apanhei enquanto gritavam ‘vem, traveco, que vou te matar!’” ",https://brasil.elpais.com/brasil/2017/06/23/ciencia/1498213050_810838.html
167,“O acesso à edição genética poderia criar uma classe social superior” ,https://brasil.elpais.com/brasil/2017/06/21/ciencia/1498043819_239938.html
168,Primeiro dia do inverno: a noite mais longa do ano ,https://brasil.elpais.com/brasil/2017/06/21/ciencia/1497998710_214615.html
169,Um terço da humanidade enfrenta ondas de calor mortais ,https://brasil.elpais.com/brasil/2017/06/20/ciencia/1497948259_516390.html
170,A mais exaustiva biografia dos gatos já feita pela ciência ,https://brasil.elpais.com/brasil/2017/06/19/ciencia/1497880506_898170.html
171,Por que damos sacudidas durante o sono? ,https://brasil.elpais.com/brasil/2017/06/07/ciencia/1496854177_078253.html
172,Um exame do cérebro mostra onde se esconde a compaixão humana ,https://brasil.elpais.com/brasil/2017/06/14/ciencia/1497446709_900902.html
173,O primeiro sem-teto da Antártida ,https://brasil.elpais.com/brasil/2017/06/12/ciencia/1497288941_493252.html
174,Saliva num envelope revela herança de 2 milhões de euros ,https://brasil.elpais.com/brasil/2017/06/09/ciencia/1497021486_981119.html
175,“Deixe-a falar!”: O apelo ao moderador por interromper única mulher em painel de Física ,https://brasil.elpais.com/brasil/2017/06/08/ciencia/1496936040_826575.html
176,Um telescópio realiza a observação que Einstein considerava impossível ,https://brasil.elpais.com/brasil/2017/06/07/ciencia/1496847615_931780.html
177,Estudante espanhol de 16 anos é escolhido pela NASA para explorar Marte ,https://brasil.elpais.com/brasil/2017/06/06/ciencia/1496735455_059011.html
178,Os 10 grandes erros de Facebook ,https://brasil.elpais.com/brasil/2014/02/04/tecnologia/1391553083_815513.html
179,A Microsoft encerra a era Bill Gates ,https://brasil.elpais.com/brasil/2014/02/04/tecnologia/1391524641_470838.html
180,"O Google aumenta 17% seu lucro em 2013 para 31,2 bilhões de reais ",https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391116279_803464.html
181,Amazon vende muito e ganha pouquíssimo ,https://brasil.elpais.com/brasil/2014/01/31/tecnologia/1391157654_251374.html
182,Melamed: “Estamos no mundo de Usain Bolt” ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391098478_046118.html
183,As principais inovações dos 'geeks' brasileiros ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391100016_113850.html
184,Os Steve Jobs brasileiros ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391097654_035595.html
185,"Facebook dispara seu lucro líquido para cerca de 5,5 bilhões de reais ",https://brasil.elpais.com/brasil/2014/01/29/tecnologia/1391033389_202525.html
186,"O Facebook perderá 80% de seu público, conclui estudo de Princeton ",https://brasil.elpais.com/brasil/2014/01/23/tecnologia/1390466544_669034.html
187,"Não diga au-au, diga olá ",https://brasil.elpais.com/brasil/2014/01/22/tecnologia/1390383053_367250.html
188,Apple é multada por não avisar os pais sobre as compras de crianças ,https://brasil.elpais.com/brasil/2014/01/15/tecnologia/1389806742_319484.html
189,Uma corte federal dos EUA rejeita o princípio de neutralidade na Internet ,https://brasil.elpais.com/brasil/2014/01/14/tecnologia/1389728023_963665.html
190,"99,99% dos aplicativos não serão rentáveis até 2018 ",https://brasil.elpais.com/brasil/2014/01/13/tecnologia/1389604627_796660.html
191,"Maiores e mais baratos, assim serão os tablets de 2014 ",https://brasil.elpais.com/brasil/2014/01/10/tecnologia/1389341268_861076.html
192,Marissa Mayer revoluciona o Yahoo! ,https://brasil.elpais.com/brasil/2014/01/08/tecnologia/1389167289_206866.html
193,Tecnologia para a saúde ,https://brasil.elpais.com/brasil/2014/01/06/tecnologia/1389037452_720619.html
194,As principais tendências tecnológicas de 2014 ,https://brasil.elpais.com/brasil/2013/12/18/tecnologia/1387377077_979029.html
195,Apple promete surpresas para 2014 ,https://brasil.elpais.com/brasil/2013/12/23/tecnologia/1387797734_794568.html
196,Os aplicativos da Apple terão que ser atualizados em janeiro ,https://brasil.elpais.com/brasil/2013/12/18/tecnologia/1387375575_327212.html
197,Os 19 melhores aplicativos do ano ,https://brasil.elpais.com/brasil/2013/12/16/tecnologia/1387205308_779223.html
198,A IBM lança cinco previsões para cinco anos ,https://brasil.elpais.com/brasil/2013/12/17/tecnologia/1387272833_518838.html
199,Exponha seus tesouros artísticos no gigantesco museu do Google ,https://brasil.elpais.com/brasil/2013/12/10/tecnologia/1386678337_112849.html
200,O Tubby não conseguiu ‘se vingar’ ,https://brasil.elpais.com/brasil/2013/12/06/tecnologia/1386363162_738694.html
201,Os consoles contra-atacam ,https://brasil.elpais.com/brasil/2013/11/30/tecnologia/1385825389_243503.html
202,"Digione, o último fenômeno chinês ",https://brasil.elpais.com/brasil/2013/12/03/tecnologia/1386066399_724185.html
203,"Os ‘drones’ de Amazon enfrentam a lei, não a tecnologia ",https://brasil.elpais.com/brasil/2013/12/02/tecnologia/1385969482_968727.html
204,Favela.com ,https://brasil.elpais.com/brasil/2013/11/25/tecnologia/1385335705_311688.html
205,Google começa a oferecer cartões de débito ,https://brasil.elpais.com/brasil/2013/11/21/tecnologia/1385020167_633685.html
206,Muito Facebook – e pouca concentração? ,https://brasil.elpais.com/brasil/2013/11/19/tecnologia/1384901496_027768.html
207,"“Não queremos ser rede social, nem site de jogos nem plataforma publicitária” ",https://brasil.elpais.com/brasil/2013/05/17/tecnologia/1368788101_263082.html
208,Os 10 grandes erros de Facebook ,https://brasil.elpais.com/brasil/2014/02/04/tecnologia/1391553083_815513.html
209,A Microsoft encerra a era Bill Gates ,https://brasil.elpais.com/brasil/2014/02/04/tecnologia/1391524641_470838.html
210,"O Google aumenta 17% seu lucro em 2013 para 31,2 bilhões de reais ",https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391116279_803464.html
211,Amazon vende muito e ganha pouquíssimo ,https://brasil.elpais.com/brasil/2014/01/31/tecnologia/1391157654_251374.html
212,Melamed: “Estamos no mundo de Usain Bolt” ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391098478_046118.html
213,As principais inovações dos 'geeks' brasileiros ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391100016_113850.html
214,Os Steve Jobs brasileiros ,https://brasil.elpais.com/brasil/2014/01/30/tecnologia/1391097654_035595.html
215,"Facebook dispara seu lucro líquido para cerca de 5,5 bilhões de reais ",https://brasil.elpais.com/brasil/2014/01/29/tecnologia/1391033389_202525.html
